Season,Round,Team A,Team B,Team A SRS,Team B SRS,Team A ORtg,Team B ORtg,Team A DRtg,Team B DRtg,Winner,Team A Age,Team B Age,Team A W,Team B W,Team A L,Team B L,Team A PW,Team B PW,Team A PL,Team B PL,Team A MOV,Team B MOV,Team A SOS,Team B SOS,Team A NRtg,Team B NRtg,Team A Pace,Team B Pace,Team A FTr,Team B FTr,Team A 3PAr,Team B 3PAr,Team A TS%,Team B TS%
2022,First Round,Philadelphia 76ers,Toronto Raptors,2.57,2.38,113.5,112.9,110.8,110.5,Philadelphia 76ers,26.8,24.8,51,48,31,34,48,47,34,35,2.61,2.29,-0.04,0.08,2.7,2.4,96.2,96.0,0.282,0.234,0.376,0.375,0.578,0.543
2022,First Round,Dallas Mavericks,Utah Jazz,3.12,5.67,112.8,116.7,109.4,110.5,Dallas Mavericks,26.7,29.3,52,49,30,33,50,56,32,26,3.3,6.04,-0.18,-0.37,3.4,6.2,95.4,97.1,0.249,0.271,0.439,0.468,0.572,0.589
2022,First Round,Golden State Warriors,Denver Nuggets,5.52,2.16,112.5,114.5,106.9,112.1,Golden State Warriors,27.6,27.7,53,48,29,34,55,47,27,35,5.54,2.3,-0.02,-0.15,5.6,2.4,98.4,97.8,0.235,0.244,0.456,0.416,0.582,0.59
2022,First Round,Memphis Grizzlies,Minnesota Timberwolves,5.37,2.53,114.6,114.3,109.0,111.7,Memphis Grizzlies,24.0,24.2,56,46,26,36,55,48,27,34,5.68,2.63,-0.32,-0.1,5.6,2.6,100.3,100.9,0.245,0.254,0.346,0.454,0.553,0.573
2022,First Round,Phoenix Suns,New Orleans Pelicans,6.94,-0.84,114.8,112.0,107.3,113.0,Phoenix Suns,27.5,25.6,64,36,18,46,59,38,23,44,7.5,-0.99,-0.56,0.15,7.5,-1.0,99.8,97.2,0.221,0.264,0.354,0.365,0.581,0.557
2022,Conference Semifinals,Boston Celtics,Milwaukee Bucks,7.02,3.22,114.4,115.1,106.9,111.8,Boston Celtics,26.1,28.5,51,51,31,31,59,49,23,33,7.28,3.35,-0.26,-0.14,7.5,3.3,96.6,99.9,0.239,0.257,0.425,0.43,0.578,0.58
2022,Conference Semifinals,Miami Heat,Philadelphia 76ers,4.23,2.57,113.7,113.5,109.1,110.8,Miami Heat,28.2,26.8,53,51,29,31,53,48,29,34,4.45,2.61,-0.22,-0.04,4.6,2.7,95.9,96.2,0.252,0.282,0.422,0.376,0.584,0.578
2022,Conference Semifinals,Dallas Mavericks,Phoenix Suns,3.12,6.94,112.8,114.8,109.4,107.3,Dallas Mavericks,26.7,27.5,52,64,30,18,50,59,32,23,3.3,7.5,-0.18,-0.56,3.4,7.5,95.4,99.8,0.249,0.221,0.439,0.354,0.572,0.581
2022,Conference Semifinals,Golden State Warriors,Memphis Grizzlies,5.52,5.37,112.5,114.6,106.9,109.0,Golden State Warriors,27.6,24.0,53,56,29,26,55,55,27,27,5.54,5.68,-0.02,-0.32,5.6,5.6,98.4,100.3,0.235,0.245,0.456,0.346,0.582,0.553
2022,Conference Finals,Boston Celtics,Miami Heat,7.02,4.23,114.4,113.7,106.9,109.1,Boston Celtics,26.1,28.2,51,53,31,29,59,53,23,29,7.28,4.45,-0.26,-0.22,7.5,4.6,96.6,95.9,0.239,0.252,0.425,0.422,0.578,0.584
2022,Conference Finals,Golden State Warriors,Dallas Mavericks,5.52,3.12,112.5,112.8,106.9,109.4,Golden State Warriors,27.6,26.7,53,52,29,30,55,50,27,32,5.54,3.3,-0.02,-0.18,5.6,3.4,98.4,95.4,0.235,0.249,0.456,0.439,0.582,0.572
2022,NBA Finals,Golden State Warriors,Boston Celtics,5.52,7.02,112.5,114.4,106.9,106.9,Golden State Warriors,27.6,26.1,53,51,29,31,55,59,27,23,5.54,7.28,-0.02,-0.26,5.6,7.5,98.4,96.6,0.235,0.239,0.456,0.425,0.582,0.578
2023,First Round,Boston Celtics,Atlanta Hawks,6.38,0.32,118.0,116.6,111.5,116.3,Boston Celtics,27.4,24.9,57,41,25,41,57,42,25,40,6.52,0.29,-0.15,0.02,6.5,0.3,98.5,100.7,0.243,0.244,0.48,0.331,0.6,0.579
2023,First Round,Miami Heat,Milwaukee Bucks,-0.13,3.61,113.0,115.4,113.3,111.9,Miami Heat,27.7,29.8,44,58,38,24,40,50,42,32,-0.32,3.63,0.18,-0.02,-0.3,3.5,96.3,100.5,0.27,0.248,0.408,0.446,0.574,0.583
2023,First Round,New York Knicks,Cleveland Cavaliers,2.99,5.23,117.8,116.1,114.8,110.6,New York Knicks,24.5,25.4,47,51,35,31,48,55,34,27,2.93,5.38,0.06,-0.15,3.0,5.5,97.1,95.7,0.285,0.264,0.4,0.371,0.577,0.59
2023,First Round,Philadelphia 76ers,Brooklyn Nets,4.37,1.03,117.7,115.0,113.3,114.1,Philadelphia 76ers,28.2,28.0,54,45,28,37,52,43,30,39,4.32,0.85,0.06,0.18,4.4,0.9,96.9,98.3,0.3,0.26,0.389,0.397,0.608,0.598
2023,First Round,Denver Nuggets,Minnesota Timberwolves,3.04,-0.22,117.6,113.7,114.2,113.8,Denver Nuggets,26.6,25.8,53,42,29,40,49,41,33,41,3.33,-0.04,-0.29,-0.18,3.4,-0.1,98.1,101.0,0.259,0.271,0.361,0.381,0.601,0.592
2023,First Round,Golden State Warriors,Sacramento Kings,1.66,2.3,116.1,119.4,114.4,116.8,Golden State Warriors,27.3,25.4,44,48,38,34,45,47,37,35,1.8,2.65,-0.15,-0.35,1.7,2.6,101.6,100.3,0.224,0.284,0.479,0.423,0.6,0.608
2023,First Round,Los Angeles Lakers,Memphis Grizzlies,0.43,3.6,114.5,115.1,113.9,111.2,Los Angeles Lakers,27.9,24.4,43,51,39,31,42,51,40,31,0.57,3.94,-0.15,-0.34,0.6,3.9,101.3,101.1,0.299,0.259,0.351,0.372,0.582,0.57
2023,First Round,Phoenix Suns,Los Angeles Clippers,2.08,0.31,115.1,115.0,113.0,114.5,Phoenix Suns,28.1,29.7,45,44,37,38,46,42,36,40,2.07,0.5,0.01,-0.19,2.1,0.5,98.2,98.0,0.241,0.278,0.362,0.387,0.57,0.588
2023,Conference Semifinals,Boston Celtics,Philadelphia 76ers,6.38,4.37,118.0,117.7,111.5,113.3,Boston Celtics,27.4,28.2,57,54,25,28,57,52,25,30,6.52,4.32,-0.15,0.06,6.5,4.4,98.5,96.9,0.243,0.3,0.48,0.389,0.6,0.608
2023,Conference Semifinals,Miami Heat,New York Knicks,-0.13,2.99,113.0,117.8,113.3,114.8,Miami Heat,27.7,24.5,44,47,38,35,40,48,42,34,-0.32,2.93,0.18,0.06,-0.3,3.0,96.3,97.1,0.27,0.285,0.408,0.4,0.574,0.577
2023,Conference Semifinals,Denver Nuggets,Phoenix Suns,3.04,2.08,117.6,115.1,114.2,113.0,Denver Nuggets,26.6,28.1,53,45,29,37,49,46,33,36,3.33,2.07,-0.29,0.01,3.4,2.1,98.1,98.2,0.259,0.241,0.361,0.362,0.601,0.57
2023,Conference Semifinals,Los Angeles Lakers,Golden State Warriors,0.43,1.66,114.5,116.1,113.9,114.4,Los Angeles Lakers,27.9,27.3,43,44,39,38,42,45,40,37,0.57,1.8,-0.15,-0.15,0.6,1.7,101.3,101.6,0.299,0.224,0.351,0.479,0.582,0.6
2023,Conference Finals,Miami Heat,Boston Celtics,-0.13,6.38,113.0,118.0,113.3,111.5,Miami Heat,27.7,27.4,44,57,38,25,40,57,42,25,-0.32,6.52,0.18,-0.15,-0.3,6.5,96.3,98.5,0.27,0.243,0.408,0.48,0.574,0.6
2023,Conference Finals,Denver Nuggets,Los Angeles Lakers,3.04,0.43,117.6,114.5,114.2,113.9,Denver Nuggets,26.6,27.9,53,43,29,39,49,42,33,40,3.33,0.57,-0.29,-0.15,3.4,0.6,98.1,101.3,0.259,0.299,0.361,0.351,0.601,0.582
2023,NBA Finals,Denver Nuggets,Miami Heat,3.04,-0.13,117.6,113.0,114.2,113.3,Denver Nuggets,26.6,27.7,53,44,29,38,49,40,33,42,3.33,-0.32,-0.29,0.18,3.4,-0.3,98.1,96.3,0.259,0.27,0.361,0.408,0.601,0.574
2024,First Round,Boston Celtics,Miami Heat,10.75,1.1,123.2,114.0,111.6,112.2,Boston Celtics,28.2,28.0,64,46,18,36,66,46,16,36,11.34,1.76,-0.6,-0.66,11.6,1.8,97.2,96.2,0.224,0.257,0.471,0.394,0.609,0.578
2024,First Round,Cleveland Cavaliers,Orlando Magic,1.98,1.48,115.2,113.4,112.7,111.3,Cleveland Cavaliers,26.2,24.0,48,47,34,35,47,46,35,36,2.41,2.02,-0.44,-0.55,2.5,2.1,97.2,96.9,0.234,0.287,0.422,0.369,0.586,0.577
2024,First Round,Indiana Pacers,Milwaukee Bucks,2.75,2.44,121.0,118.4,118.0,115.8,Indiana Pacers,25.3,30.2,47,49,35,33,48,47,34,35,3.05,2.62,-0.3,-0.18,3.0,2.6,101.7,99.9,0.222,0.27,0.38,0.43,0.606,0.601
2024,First Round,New York Knicks,Philadelphia 76ers,4.36,2.51,118.2,116.9,113.4,113.8,New York Knicks,26.4,28.4,50,47,32,35,53,49,29,33,4.59,3.05,-0.23,-0.54,4.8,3.1,95.2,97.5,0.246,0.264,0.404,0.373,0.574,0.574
2024,First Round,Dallas Mavericks,Los Angeles Clippers,2.3,3.41,117.6,118.8,115.4,115.4,Dallas Mavericks,26.5,30.4,50,51,32,31,46,49,36,33,2.21,3.28,0.09,0.13,2.2,3.4,100.1,97.2,0.251,0.256,0.441,0.383,0.592,0.599
2024,First Round,Denver Nuggets,Los Angeles Lakers,5.23,1.07,118.5,115.9,113.0,115.3,Denver Nuggets,27.1,28.0,57,47,25,35,54,42,28,40,5.26,0.6,-0.03,0.48,5.5,0.6,96.8,100.9,0.224,0.276,0.352,0.358,0.589,0.601
2024,First Round,Minnesota Timberwolves,Phoenix Suns,6.39,3.08,115.6,117.6,109.0,114.6,Minnesota Timberwolves,27.2,29.3,56,49,26,33,57,49,25,33,6.45,3.06,-0.07,0.02,6.6,3.0,97.1,98.3,0.27,0.271,0.384,0.378,0.594,0.603
2024,First Round,Oklahoma City Thunder,New Orleans Pelicans,7.36,4.46,119.5,117.4,112.1,112.9,Oklahoma City Thunder,23.4,26.0,57,49,25,33,58,52,24,30,7.41,4.41,-0.05,0.05,7.4,4.5,99.8,97.9,0.24,0.261,0.383,0.373,0.608,0.591
2024,Conference Semifinals,Boston Celtics,Cleveland Cavaliers,10.75,1.98,123.2,115.2,111.6,112.7,Boston Celtics,28.2,26.2,64,48,18,34,66,47,16,35,11.34,2.41,-0.6,-0.44,11.6,2.5,97.2,97.2,0.224,0.234,0.471,0.422,0.609,0.586
2024,Conference Semifinals,Indiana Pacers,New York Knicks,2.75,4.36,121.0,118.2,118.0,113.4,Indiana Pacers,25.3,26.4,47,50,35,32,48,53,34,29,3.05,4.59,-0.3,-0.23,3.0,4.8,101.7,95.2,0.222,0.246,0.38,0.404,0.606,0.574
2024,Conference Semifinals,Dallas Mavericks,Oklahoma City Thunder,2.3,7.36,117.6,119.5,115.4,112.1,Dallas Mavericks,26.5,23.4,50,57,32,25,46,58,36,24,2.21,7.41,0.09,-0.05,2.2,7.4,100.1,99.8,0.251,0.24,0.441,0.383,0.592,0.608
2024,Conference Semifinals,Minnesota Timberwolves,Denver Nuggets,6.39,5.23,115.6,118.5,109.0,113.0,Minnesota Timberwolves,27.2,27.1,56,57,26,25,57,54,25,28,6.45,5.26,-0.07,-0.03,6.6,5.5,97.1,96.8,0.27,0.224,0.384,0.352,0.594,0.589
2024,Conference Finals,Boston Celtics,Indiana Pacers,10.75,2.75,123.2,121.0,111.6,118.0,Boston Celtics,28.2,25.3,64,47,18,35,66,48,16,34,11.34,3.05,-0.6,-0.3,11.6,3.0,97.2,101.7,0.224,0.222,0.471,0.38,0.609,0.606
2024,Conference Finals,Dallas Mavericks,Minnesota Timberwolves,2.3,6.39,117.6,115.6,115.4,109.0,Dallas Mavericks,26.5,27.2,50,56,32,26,46,57,36,25,2.21,6.45,0.09,-0.07,2.2,6.6,100.1,97.1,0.251,0.27,0.441,0.384,0.592,0.594
2024,NBA Finals,Boston Celtics,Dallas Mavericks,10.75,2.3,123.2,117.6,111.6,115.4,Boston Celtics,28.2,26.5,64,50,18,32,66,46,16,36,11.34,2.21,-0.6,0.09,11.6,2.2,97.2,100.1,0.224,0.251,0.471,0.441,0.609,0.592
